claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
18544,29,M,0,67,33669,1,0,Rent,20138,9/26/2016,Monday,Highway,3,0,2,Online,1,9478.094728,9,Large,30803.8081,red,34488.95191,1
18547,60,F,1,71,40947,0,1,Own,20151,10/11/2016,Tuesday,Parking Lot,0,0,17,Phone,0,8371.781195,5,Compact,7277.195229,other,10902.25624,0
18548,48,F,1,87,38717,0,1,Rent,85073,5/3/2015,Sunday,Local,0,0,34,Phone,1,2479.005355,6,Medium,10812.32946,silver,16193.28303,0
18549,49,F,1,25,38912,0,0,Own,85015,11/6/2016,Sunday,Parking Lot,0,0,1,Broker,0,4197.969351,5,Compact,16859.15209,other,19535.52983,0
18554,78,M,1,60,43579,0,1,Rent,15056,9/18/2015,Friday,Parking Lot,0,0,29,Phone,0,3119.417324,6,Compact,6551.970852,other,11199.46024,0
18555,39,M,1,85,36628,0,1,Rent,15044,5/21/2015,Thursday,Highway,6,0,99,Broker,1,7012.94583,5,Medium,18890.95603,white,23254.03769,0
18556,45,F,1,72,38062,1,1,Own,50052,5/27/2016,Friday,Highway,0,0,2,Broker,0,4109.30178,2,Compact,20716.40119,silver,29435.95737,0
18558,30,F,0,85,34010,1,0,Rent,20160,7/4/2015,Saturday,Highway,0,0,51,Phone,0,2462.433905,6,Compact,25459.31326,black,7216.575617,0
18559,37,F,1,79,36106,0,1,Rent,80033,12/1/2015,Tuesday,Highway,0,0,47,Phone,0,4229.840028,5,Large,24107.93079,black,14173.24065,0
18560,41,F,0,62,37161,1,0,Own,85006,1/25/2016,Monday,Local,0,1,5,Phone,0,5243.506355,4,Compact,6615.120384,gray,19290.30088,1
18561,30,M,1,89,34002,1,1,Own,85042,4/3/2016,Sunday,Local,3,0,59,Phone,1,1152.06303,11,Compact,29907.05193,red,29468.35447,0
18563,58,M,0,55,40590,1,1,Own,20148,9/22/2015,Tuesday,Local,0,1,82,Phone,1,4040.499583,3,Compact,26370.49374,other,35561.92779,0
18565,45,F,1,81,38078,1,0,Own,20160,9/4/2015,Friday,Local,0,1,44,Broker,0,4774.998994,10,Large,15634.0008,gray,37848.99117,0
18569,40,F,0,75,36904,1,0,Own,50058,11/28/2015,Saturday,Local,0,0,1,Online,1,6287.488594,3,Medium,33918.40963,silver,36463.29713,0
18570,46,M,1,81,38287,1,0,Own,15012,4/2/2015,Thursday,Local,0,1,1,Phone,1,5603.769621,4,Large,11109.3382,other,25249.59882,0
18571,53,F,1,66,39699,1,1,Rent,20165,8/15/2015,Saturday,Highway,0,1,89,Phone,1,3932.845807,8,Medium,19341.06538,silver,30854.9605,0
18573,22,M,1,69,30893,1,1,Rent,20111,4/28/2015,Tuesday,Highway,0,1,57,Online,1,8835.356004,4,Compact,3571.066159,silver,26615.65745,0
18574,47,M,1,57,38500,1,1,Own,50008,3/31/2016,Thursday,Parking Lot,0,0,50,Phone,0,3922.584042,5,Medium,28714.20165,red,52303.94404,0
18575,45,F,1,82,38062,1,0,Rent,20106,1/9/2016,Saturday,Local,1,0,100,Broker,1,2321.888346,5,Compact,4687.368717,black,42440.84947,0
18576,36,F,0,65,35848,1,1,Rent,15012,12/5/2015,Saturday,Local,1,0,20,Broker,1,7996.287414,4,Compact,10766.00943,other,29626.92462,1
18578,45,F,1,52,38072,1,1,Own,80011,3/2/2015,Monday,Local,0,0,51,Broker,0,7748.915823,4,Compact,23896.39631,red,40433.85707,1
18579,44,M,1,66,37832,1,0,Rent,50054,1/14/2015,Wednesday,Highway,0,0,80,Broker,1,4840.696042,3,Medium,21655.17666,red,7231.427771,0
18583,49,M,1,64,38927,0,0,Own,20121,9/16/2015,Wednesday,Parking Lot,0,1,33,Phone,0,3175.467782,7,Large,9485.212641,black,17703.99715,0
18584,60,F,1,84,40943,0,1,Own,85045,4/7/2015,Tuesday,Local,0,0,100,Online,0,4230.617951,7,Large,34474.98279,white,23963.59734,0
18586,52,M,1,70,39500,1,1,Rent,20111,8/20/2015,Thursday,Parking Lot,0,NA,5,Broker,1,4413.614982,5,Medium,19687.73331,other,34952.38338,0
18587,20,F,1,89,29962,1,1,Rent,80015,7/20/2015,Monday,Local,0,0,19,Broker,1,6885.708215,8,Medium,12568.50003,other,28600.07416,0
18590,44,M,1,86,37839,0,1,Rent,80033,6/18/2015,Thursday,Highway,0,0,4,Broker,1,3444.808506,6,Medium,24090.04362,white,16197.57673,0
18591,35,F,1,84,35578,0,0,Rent,20152,5/11/2015,Monday,Parking Lot,0,0,100,Broker,0,3519.44349,6,Medium,23673.73964,white,16882.04866,0
18593,30,M,1,68,34021,1,1,Own,50009,6/5/2016,Sunday,Local,5,0,49,Broker,1,5559.570213,4,Large,27248.81504,black,20412.74676,0
18594,52,F,1,85,39522,0,1,Rent,20103,9/28/2015,Monday,Highway,0,0,36,Broker,1,580.0075137,6,Large,24957.30272,silver,21289.30818,0
18596,43,M,1,48,37606,1,0,Own,80044,12/14/2016,Wednesday,Local,0,0,31,Phone,0,2149.064881,6,Large,53573.65905,gray,23450.60863,1
18597,43,F,1,72,37596,0,0,Own,15025,12/23/2015,Wednesday,Local,0,1,99,Broker,0,5186.279359,2,Compact,22659.44972,black,13151.98112,0
18598,49,M,1,42,38931,1,0,Own,80014,12/19/2016,Monday,Highway,1,0,94,Phone,1,8518.503356,6,Large,24152.68855,gray,14998.4353,0
18601,55,M,0,89,40085,1,0,Rent,50011,1/24/2016,Sunday,Parking Lot,3,0,50,Phone,1,3789.725745,5,Large,12126.94134,silver,20228.2297,0
18603,20,M,1,57,29947,1,1,Rent,50001,1/27/2016,Wednesday,Parking Lot,1,1,19,Broker,1,2670.059964,8,Compact,19020.15937,blue,13631.18736,0
18606,50,F,1,55,39120,0,0,Rent,15044,1/1/2016,Friday,Parking Lot,0,0,30,Phone,0,1717.981008,4,Compact,11088.39877,gray,15974.07857,0
18607,42,M,0,35,37381,1,1,Rent,80020,6/19/2015,Friday,Local,0,0,85,Broker,0,1833.969246,6,Medium,22350.42306,blue,30200.59846,0
18608,48,F,0,76,38706,1,1,Own,85007,2/22/2016,Monday,Local,0,0,8,Phone,0,3123.275924,4,Large,16395.40449,white,18233.40709,1
18611,54,M,1,81,39888,1,0,Rent,50009,1/16/2016,Saturday,Local,1,1,1,Phone,1,5141.076456,10,Large,14912.81482,gray,19101.19236,0
18612,53,M,1,83,39706,1,1,Own,80011,4/22/2016,Friday,Parking Lot,2,0,10,Broker,1,3560.337246,6,Compact,14078.66052,black,41848.7775,1
18613,25,M,1,92,32179,1,1,Rent,20106,3/9/2016,Wednesday,Highway,1,1,0,Online,1,5478.274498,11,Medium,13228.05295,other,8646.692213,0
18614,24,F,1,70,31788,1,1,Rent,85003,3/14/2015,Saturday,Local,2,0,95,Phone,1,2825.481288,6,Compact,32112.33809,silver,6539.218121,0
18616,42,F,0,95,37371,1,1,Own,50057,11/24/2016,Thursday,Parking Lot,0,0,95,Broker,0,4566.358467,6,Compact,27230.58665,other,35997.78912,0
18617,59,F,1,67,40779,1,1,Own,15010,8/8/2015,Saturday,Highway,0,0,46,Broker,1,3794.019999,7,Compact,22000.94226,silver,16904.39169,1
18618,42,F,1,80,37376,1,1,Rent,80040,10/5/2016,Wednesday,Parking Lot,0,0,6,Phone,1,6912.865509,6,Large,16594.12991,white,16159.56216,0
18623,56,M,1,94,40231,1,0,Own,15051,1/18/2015,Sunday,Parking Lot,1,0,30,Broker,1,3137.607284,4,Large,21028.39264,blue,32569.68568,0
18624,52,M,1,95,39508,0,0,Own,15003,4/21/2016,Thursday,Local,1,0,2,Broker,0,4496.287014,7,Compact,36572.83507,silver,28362.04115,0
18626,40,M,0,44,36892,1,0,Own,80012,1/15/2015,Thursday,Local,0,0,55,Broker,0,2371.939679,8,Medium,19960.31298,silver,33041.19449,0
18627,63,M,1,79,41416,0,0,Own,85013,2/15/2016,Monday,Local,1,1,19,Broker,1,2056.381617,6,Large,21704.59385,silver,20863.07906,0
18628,40,M,1,70,36891,0,1,Own,85027,12/4/2016,Sunday,Local,1,1,88,Broker,0,1391.640683,9,Large,43750.62395,silver,29247.11829,0
18633,58,F,1,82,40598,1,0,Rent,80030,3/7/2016,Monday,Local,1,0,9,Broker,1,6375.402101,7,Medium,43713.88601,other,46434.04842,0
18635,27,F,1,77,32937,0,0,Rent,50047,11/14/2015,Saturday,Local,2,0,5,Online,1,5649.231199,8,Large,28525.14917,blue,27084.79646,0
18636,35,F,1,87,35549,0,0,Own,15012,12/12/2015,Saturday,Parking Lot,0,0,0,Phone,1,7611.243636,5,Medium,9970.608632,other,34605.36474,0
18637,65,M,0,79,41751,1,0,Rent,20118,12/7/2016,Wednesday,Local,3,0,42,Broker,1,5097.716989,3,Large,14449.51351,gray,13279.49456,0
18639,48,M,1,93,38684,1,1,Own,15044,5/12/2015,Tuesday,Highway,0,0,49,Broker,1,3165.821479,8,Medium,31438.16865,red,17458.58554,1
18641,39,F,1,21,36636,1,1,Own,50008,5/24/2016,Tuesday,Highway,1,0,50,Broker,1,11530.73139,6,Medium,30242.52498,red,25381.8605,0
18643,27,F,1,74,32970,1,1,Rent,85048,1/29/2016,Friday,Parking Lot,0,0,11,Online,0,3078.397448,4,Compact,63613.75947,black,24353.98278,0
18645,56,F,1,74,40267,0,0,Own,85075,3/17/2016,Thursday,Local,0,0,98,Broker,1,4708.487287,8,Medium,22299.66048,other,14906.32095,0
18646,50,F,1,80,39107,1,1,Rent,50005,3/3/2015,Tuesday,Local,0,0,27,Broker,1,9728.761584,5,Medium,8048.988339,other,11675.76867,0
18648,54,M,1,65,39883,1,0,Own,20130,11/23/2015,Monday,Parking Lot,4,0,3,Broker,1,3990.414518,3,Medium,13853.95508,gray,18584.31302,0
18649,40,F,0,92,36890,1,1,Rent,50054,4/13/2015,Monday,Local,2,0,85,Broker,1,4391.881888,9,Compact,30885.3949,white,17454.79292,1
18651,59,M,1,91,40777,0,1,Rent,20149,9/2/2015,Wednesday,Parking Lot,0,0,50,Broker,1,4194.345403,9,Large,16000.05815,black,14306.38594,0
18652,44,F,1,91,37854,0,1,Own,85051,6/10/2016,Friday,Highway,0,1,13,Broker,1,8805.568151,6,Compact,31839.84141,red,29240.54759,0
18653,51,F,0,64,39328,1,1,Own,85032,12/26/2015,Saturday,Highway,2,0,22,Broker,1,4572.39318,6,Medium,48439.32434,red,13191.18005,0
18654,40,F,1,66,36893,1,0,Own,20132,4/4/2015,Saturday,Local,0,0,1,Broker,0,3303.911672,7,Large,21851.19808,silver,19291.66302,0
18655,37,M,1,83,36128,0,0,Own,15022,7/7/2016,Thursday,Local,0,0,7,Broker,1,6665.235532,5,Large,21736.80641,red,20609.83365,0
18658,43,M,1,93,37595,1,1,Rent,20130,6/4/2016,Saturday,Local,2,0,2,Phone,1,6157.58043,3,Compact,14756.78725,black,41820.51655,0
18660,41,M,1,88,37118,1,0,Own,80022,3/24/2016,Thursday,Parking Lot,1,1,62,Broker,1,3256.640132,6,Medium,13204.13324,gray,34926.77308,0
18664,34,M,0,51,35253,1,0,Own,80022,5/30/2016,Monday,Parking Lot,0,0,100,Phone,0,5639.515954,1,Large,13153.74655,silver,16137.63889,0
18665,51,M,1,69,39312,0,1,Rent,50008,10/31/2015,Saturday,Local,0,0,0,Broker,0,2641.799274,6,Compact,29875.74009,red,6287.647525,0
18669,36,F,1,54,35834,0,0,Own,15025,8/3/2016,Wednesday,Local,0,1,85,Phone,0,3677.23399,2,Compact,16919.88195,other,10646.45897,0
18673,53,F,1,77,39717,1,1,Own,50039,7/14/2016,Thursday,Highway,2,0,71,Broker,1,4023.598817,3,Compact,15937.79629,gray,5540.092387,1
18675,59,M,1,56,40783,0,1,Own,15043,10/20/2016,Thursday,Local,0,1,100,Phone,1,4655.445471,4,Compact,67410.41992,gray,17463.82344,0
18676,43,M,1,61,37614,1,0,Own,80022,8/18/2016,Thursday,Local,0,0,44,Broker,1,7330.799683,5,Compact,6040.216023,black,27912.73199,0
18678,36,F,1,79,35829,0,1,Own,85018,12/30/2016,Friday,Parking Lot,0,0,100,Phone,0,7560.494467,9,Compact,39108.19262,gray,27452.37459,0
18679,36,F,1,63,35851,1,0,Own,85067,1/20/2015,Tuesday,Local,0,0,22,Broker,0,4638.838844,7,Compact,10888.67551,white,23765.428,0
18680,31,F,1,63,34346,1,0,Rent,50021,11/28/2016,Monday,Local,0,0,70,Online,0,1782.287077,6,Compact,27267.27604,silver,55858.63681,0
18684,65,F,1,78,41743,1,0,Own,85060,12/27/2015,Sunday,Local,0,0,0,Phone,1,1473.189287,4,Large,16533.79814,other,19373.62455,0
18685,27,F,1,77,32960,1,1,Own,50011,6/25/2016,Saturday,Local,0,0,97,Online,0,4794.34029,5,Large,13654.90082,other,9737.753485,0
18687,38,F,1,65,36384,1,1,Own,20134,2/18/2015,Wednesday,Parking Lot,0,0,0,Phone,1,4238.720915,7,Compact,7486.765894,white,11188.10169,0
18688,53,M,0,76,39702,1,1,Own,50008,2/24/2016,Wednesday,Local,0,0,2,Phone,0,4547.512977,3,Medium,30276.66891,black,29753.42156,0
18691,46,M,0,74,38289,1,0,Own,15025,12/28/2016,Wednesday,Local,0,0,0,Phone,0,1773.208249,5,Medium,12513.58408,other,19659.29205,0
18693,42,F,1,92,37390,0,0,Own,50009,6/22/2016,Wednesday,Parking Lot,0,0,84,Broker,1,5145.87897,3,Medium,9947.831008,white,36387.73258,0
18695,40,M,1,67,36874,1,1,Own,20152,1/27/2016,Wednesday,Parking Lot,1,0,92,Phone,0,4609.416074,1,Large,25971.22112,other,44308.21017,0
18696,52,M,1,68,39512,1,1,Own,85004,12/18/2016,Sunday,Highway,0,0,49,Broker,1,1727.337633,6,Compact,29996.30658,silver,43157.35297,1
18697,41,M,1,49,37130,1,0,Rent,15030,9/29/2015,Tuesday,Local,1,0,99,Phone,1,9128.629677,2,Large,10306.08168,blue,21502.67262,0
18698,54,F,1,59,39882,1,1,Rent,15055,11/1/2015,Sunday,Local,0,0,99,Broker,0,3026.868524,4,Compact,25591.89347,black,36772.74376,0
18699,43,F,1,69,37606,1,0,Own,50048,6/18/2015,Thursday,Parking Lot,0,NA,86,Broker,1,6355.206864,5,Large,16636.22108,blue,14533.88952,0
18701,79,F,0,94,43685,0,0,Rent,20146,12/19/2016,Monday,Highway,0,0,39,Broker,0,3432.217114,5,Medium,7631.810845,other,36594.67496,1
18702,59,M,1,90,40782,1,1,Own,80016,9/17/2015,Thursday,Highway,0,0,55,Broker,1,8815.997642,5,Compact,23147.00652,white,12201.48105,0
18703,30,F,1,63,34023,1,0,Own,15019,9/20/2015,Sunday,Local,0,0,4,Phone,1,5652.230859,2,Large,23879.98774,white,43254.45287,0
18704,40,F,1,84,36904,0,1,Own,50050,5/8/2016,Sunday,Highway,0,0,50,Phone,0,6252.716104,7,Compact,39159.47746,other,43263.54108,0
18706,44,M,1,77,37829,0,0,Rent,85033,10/6/2016,Thursday,Local,3,1,55,Broker,1,8255.908235,1,Compact,35510.86931,red,16253.82954,0
18712,30,F,1,88,34008,1,0,Own,15021,9/28/2016,Wednesday,Highway,0,0,1,Broker,0,4695.879789,6,Large,21634.20542,black,12485.06441,0
18714,28,M,0,90,33322,1,1,Rent,20109,5/19/2016,Thursday,Parking Lot,0,0,0,Online,1,4779.299683,5,Compact,14209.12964,red,23663.75612,0
18716,40,F,1,93,36889,1,1,Rent,85078,4/14/2015,Tuesday,Parking Lot,0,0,50,Broker,1,4275.505138,5,Large,10089.71727,other,21682.27694,0
18720,46,F,0,57,38272,0,0,Rent,50054,7/26/2015,Sunday,Highway,0,0,60,Broker,1,8467.984993,5,Medium,5999.17992,white,43235.1355,0
18721,39,M,1,73,36627,0,1,Rent,50020,4/14/2016,Thursday,Parking Lot,0,0,90,Broker,1,6494.994873,6,Compact,39066.05962,blue,15947.6006,0
18722,38,M,1,91,36371,1,0,Own,80002,2/9/2015,Monday,Local,0,0,85,Broker,1,2444.47636,4,Compact,28661.9281,silver,19944.82029,0
18724,40,M,1,62,36877,0,1,Own,50006,8/18/2016,Thursday,Highway,2,0,9,Broker,1,4026.3672,2,Large,19146.85684,blue,22616.9057,1
18725,46,M,1,72,38277,1,1,Own,50033,4/10/2016,Sunday,Highway,0,1,96,Phone,1,6735.627146,9,Compact,19577.31188,gray,22676.88262,0
18726,52,M,1,56,39500,1,0,Own,50040,10/3/2016,Monday,Local,0,0,68,Broker,0,7220.140802,8,Medium,20702.708,blue,14052.35653,0
18727,28,M,1,68,33331,1,0,Rent,15020,4/14/2016,Thursday,Local,0,0,13,Online,0,5592.371534,6,Compact,15804.39093,black,33570.06337,0
18733,29,F,0,77,33684,0,0,Rent,50012,1/9/2016,Saturday,Parking Lot,1,0,4,Phone,0,7228.744027,3,Large,24489.25406,black,26374.46331,0
18734,26,F,1,94,32571,1,1,Own,80105,7/10/2016,Sunday,Local,2,0,81,Online,1,3700.861214,5,Large,34334.14663,blue,33910.23204,0
18736,66,M,1,76,41884,0,0,Own,80021,1/30/2016,Saturday,Local,2,1,71,Online,1,5813.858622,4,Compact,100224.7344,gray,25370.7772,1
18738,40,F,1,52,36906,1,1,Own,15046,9/15/2016,Thursday,Highway,1,0,16,Broker,1,7350.298075,3,Compact,14337.21715,red,25478.09994,0
18739,40,F,1,53,36879,1,1,Own,80012,5/9/2015,Saturday,Highway,0,1,73,Broker,1,4961.959116,2,Large,18491.66582,other,18631.77301,0
18741,43,M,1,93,37592,1,1,Own,50055,8/1/2016,Monday,Local,2,1,67,Phone,1,4085.798231,4,Large,24117.11626,white,55057.54529,1
18742,43,F,1,90,37610,1,1,Rent,15001,8/4/2016,Thursday,Highway,0,0,35,Phone,1,4478.137027,2,Medium,53999.36477,red,27626.2979,0
18743,35,F,0,77,35552,1,1,Own,50059,12/15/2015,Tuesday,Parking Lot,0,0,97,Broker,0,2550.779024,6,Medium,15293.45344,gray,18611.60152,0
18744,51,M,0,82,39321,0,1,Rent,15033,2/23/2016,Tuesday,Highway,5,1,2,Phone,1,7055.062088,8,Medium,45129.12857,white,22809.09506,0
18746,61,M,1,80,41113,1,1,Own,85075,8/13/2015,Thursday,Local,1,1,56,Broker,1,3025.751991,4,Compact,28373.755,gray,44090.54776,0
18747,26,F,1,49,32594,0,0,Own,20134,1/6/2015,Tuesday,Local,0,0,84,Online,1,3218.647004,5,Compact,13494.3483,blue,25827.24862,1
18749,88,F,1,74,44782,1,1,Own,85069,3/31/2016,Thursday,Local,0,0,99,Online,0,4609.707309,5,Large,16774.26913,white,13714.45441,0
18755,52,F,1,66,39510,0,1,Own,80012,2/14/2015,Saturday,Local,1,0,55,Broker,1,6005.601047,5,Medium,20502.70732,gray,21789.10573,0
18756,53,F,0,90,39699,0,1,Own,15059,2/15/2015,Sunday,Local,0,1,69,Broker,1,2230.134778,5,Medium,3513.548276,gray,12547.13813,0
18760,38,F,1,68,36371,1,0,Own,20158,11/9/2015,Monday,Local,0,0,17,Phone,0,7550.609855,4,Medium,34027.4413,white,30505.67238,1
18762,38,F,0,55,36369,1,0,Own,50048,11/14/2015,Saturday,Parking Lot,0,0,80,Phone,0,7889.776553,5,Medium,23152.06587,silver,21568.40432,1
18764,48,F,1,55,38723,1,0,Own,20118,11/4/2016,Friday,Parking Lot,1,0,99,Online,1,5897.690353,7,Medium,18208.93511,white,13820.4001,0
18766,40,F,1,78,36901,0,0,Rent,20105,3/21/2016,Monday,Local,1,0,1,Broker,1,2911.099385,4,Compact,22126.41094,red,13234.98437,0
18767,57,M,1,29,40434,0,0,Own,85080,7/8/2016,Friday,Local,0,1,1,Phone,1,3628.771191,0,Compact,63579.28731,white,28146.74673,0
18769,37,F,1,66,36118,1,1,Rent,15012,9/27/2016,Tuesday,Local,0,0,10,Broker,1,2488.650505,7,Medium,57672.93238,gray,10957.5845,0
18771,46,F,1,88,38274,1,0,Own,85054,10/15/2016,Saturday,Local,0,0,54,Broker,0,5502.006737,5,Compact,13190.75462,gray,19767.88615,0
18773,39,M,1,81,36649,1,1,Rent,20118,6/29/2016,Wednesday,Highway,0,0,2,Broker,0,4277.841694,5,Medium,23503.86897,gray,18488.05944,0
18774,52,M,0,75,39500,1,0,Own,15022,8/22/2015,Saturday,Local,0,0,3,Online,0,5732.680259,7,Large,28054.16745,black,22972.8918,0
18776,42,M,1,89,37383,0,1,Rent,50050,8/17/2016,Wednesday,Local,0,0,100,Broker,0,7272.577161,10,Medium,21435.32137,black,22612.04532,0
18777,46,M,1,82,38292,0,1,Rent,15010,12/7/2015,Monday,Parking Lot,1,0,38,Broker,1,2630.055827,5,Large,27943.96112,silver,8681.680213,0
18781,46,M,1,80,38279,0,0,Rent,15012,9/8/2016,Thursday,Parking Lot,1,0,74,Phone,1,3475.372238,6,Compact,7712.320519,silver,29163.18617,0
18782,44,M,1,36,37837,1,0,Rent,15046,1/15/2016,Friday,Parking Lot,0,0,38,Broker,1,5932.857638,1,Large,31937.59696,white,24539.8309,0
18783,57,F,1,71,40436,1,1,Own,85007,12/22/2015,Tuesday,Local,0,0,95,Broker,0,5001.193662,2,Medium,15506.82721,blue,17952.04853,0
18784,30,F,1,64,34019,1,0,Rent,80006,9/29/2015,Tuesday,Parking Lot,0,0,99,Broker,1,5889.77012,4,Medium,26505.86908,gray,28730.28431,0
18786,46,F,1,93,38292,1,0,Own,85074,6/2/2016,Thursday,Parking Lot,0,0,99,Broker,0,7301.177413,3,Compact,44894.99416,red,12005.65506,0
18787,38,M,1,73,36380,1,1,Own,85004,8/17/2015,Monday,Parking Lot,0,0,55,Phone,0,5066.576579,4,Compact,64756.24296,silver,7998.623828,0
18790,59,M,0,77,40782,1,0,Own,15049,3/30/2015,Monday,Local,0,0,90,Broker,0,8045.357612,7,Compact,39030.63505,silver,37105.44523,1
18791,49,M,1,55,38919,0,1,Own,85011,2/22/2015,Sunday,Local,0,0,72,Phone,0,1908.258851,4,Large,24970.2439,blue,39916.1115,0
18792,26,M,1,79,32569,0,1,Own,20132,10/10/2015,Saturday,Highway,1,1,51,Online,1,3393.332223,5,Large,59241.36828,other,34832.93978,0
18793,34,M,0,67,35240,0,0,Own,15015,10/31/2016,Monday,Local,1,1,49,Broker,0,5324.936374,3,Compact,29562.83491,gray,11949.37237,0
18794,37,F,1,80,36114,0,1,Own,85046,6/1/2016,Wednesday,Highway,2,0,34,Broker,1,7325.984433,3,Compact,39636.05951,silver,15504.56221,1
18795,54,F,1,87,39890,1,0,Own,15001,5/27/2015,Wednesday,Local,0,0,77,Broker,0,4324.802765,5,Medium,23563.36897,silver,10176.47297,0
18796,45,F,0,72,38068,1,1,Rent,85036,10/16/2015,Friday,Local,1,1,96,Broker,1,4284.948755,1,Medium,17318.87354,silver,23803.65314,0
18797,42,M,1,72,37364,0,1,Rent,85055,4/16/2016,Saturday,Local,2,0,1,Broker,0,10409.83283,6,Compact,14453.22402,white,19189.41225,0
18798,39,M,0,85,36635,1,1,Rent,50009,8/23/2015,Sunday,Local,1,1,68,Broker,1,4543.545467,8,Large,16552.73144,other,27094.9775,0
18799,65,F,1,91,41746,1,1,Rent,85013,6/22/2015,Monday,Local,0,NA,17,Broker,0,3795.643318,5,Large,19468.99031,red,18237.07818,0
18800,62,F,1,97,41256,1,1,Rent,15035,6/24/2016,Friday,Local,0,0,50,Broker,0,3823.093378,4,Medium,26652.79006,white,25543.70671,0
18801,53,F,1,88,39704,1,0,Own,50026,8/2/2015,Sunday,Highway,0,0,49,Broker,1,5249.085293,9,Medium,7713.326421,white,13488.64996,0
18804,46,F,1,82,38292,0,1,Rent,80010,9/17/2016,Saturday,Highway,0,1,37,Broker,0,3700.215729,9,Compact,27871.80105,red,9772.700275,0
18805,46,M,1,89,38288,0,1,Own,20153,1/30/2016,Saturday,Local,0,1,77,Phone,0,5249.669883,7,Compact,11015.78883,gray,28250.04899,0
18808,23,M,1,92,31352,1,0,Rent,80034,8/25/2015,Tuesday,Parking Lot,3,0,10,Phone,1,4379.415809,5,Medium,14990.16135,white,17269.07055,0
18809,21,F,0,72,30443,0,0,Rent,50048,6/25/2016,Saturday,Highway,1,0,69,Online,1,5221.812317,9,Medium,10971.02265,blue,21131.10473,1
18810,57,F,1,89,40445,1,1,Rent,80034,6/19/2015,Friday,Parking Lot,0,0,50,Broker,0,1912.212688,3,Medium,13478.34054,other,22751.96403,0
18811,51,F,0,79,39329,1,0,Own,20149,8/23/2016,Tuesday,Local,1,0,3,Phone,1,5237.290159,7,Compact,23946.79895,white,31670.67072,0
18812,41,F,1,80,37152,1,0,Own,80016,1/25/2016,Monday,Local,1,1,73,Phone,1,3346.531585,2,Large,7818.605109,white,16582.91855,0
18815,35,F,0,84,35561,1,0,Own,85054,4/22/2016,Friday,Parking Lot,0,0,94,Broker,0,4139.37873,8,Medium,32118.03814,blue,55500.3221,0
18816,48,M,0,31,38723,1,0,Own,15012,10/29/2015,Thursday,Parking Lot,1,0,85,Phone,1,3182.161782,9,Large,16881.88388,gray,9178.799226,0
18817,31,F,1,53,34347,0,1,Own,15009,1/2/2016,Saturday,Parking Lot,0,0,76,Phone,1,6680.020773,4,Medium,26071.66749,blue,28663.53521,0
18818,43,F,0,91,37601,1,1,Rent,85065,5/12/2016,Thursday,Local,3,0,85,Broker,1,9787.888378,4,Medium,32562.75099,silver,29542.20421,1
18819,30,M,1,45,33993,1,0,Own,85012,12/3/2016,Saturday,Parking Lot,0,1,3,Online,0,5974.580009,3,Medium,35599.92124,silver,35823.78496,0
18820,33,M,1,74,34951,1,1,Own,20106,9/10/2015,Thursday,Local,0,0,11,Broker,0,6057.097182,7,Compact,10912.944,blue,41811.46445,0
18822,29,F,0,86,33671,0,0,Rent,20138,6/5/2015,Friday,Local,0,1,91,Online,1,2706.748685,4,Medium,27580.85567,blue,24920.73821,0
18823,30,M,1,95,34018,0,1,Own,50001,5/11/2015,Monday,Highway,0,0,51,Broker,0,2987.749943,4,Large,23126.34111,gray,18090.9081,0
18826,54,M,1,77,39886,1,1,Own,85063,7/2/2015,Thursday,Highway,0,0,22,Broker,1,6024.045476,6,Large,13133.57315,black,31185.29308,0
18827,63,M,1,72,41435,0,1,Rent,20143,12/20/2015,Sunday,Local,0,0,49,Phone,1,6808.238914,7,Large,11515.92873,gray,35029.06644,0
18829,52,M,1,74,39514,1,0,Rent,20139,7/10/2016,Sunday,Local,1,1,50,Broker,1,4395.255917,10,Large,6466.598032,blue,18178.6906,0
18831,46,M,1,68,38282,1,0,Rent,50001,7/25/2016,Monday,Local,0,0,1,Broker,1,4119.474441,4,Compact,15688.26098,white,19698.72382,0
18832,40,M,1,70,36904,1,0,Rent,80047,5/8/2016,Sunday,Parking Lot,0,0,50,Phone,1,9831.415059,5,Medium,41652.37536,red,51311.60678,0
18833,43,F,1,79,37616,0,1,Rent,50009,9/16/2015,Wednesday,Parking Lot,0,0,77,Broker,1,1737.043454,5,Medium,27832.90232,red,11584.59057,1
18838,38,M,1,58,36408,1,1,Own,50036,7/18/2016,Monday,Highway,0,0,43,Broker,0,10369.71169,4,Compact,20321.46712,other,16415.54429,0
18839,48,M,1,40,38712,0,1,Own,85060,6/2/2016,Thursday,Local,0,1,49,Phone,1,2460.378977,8,Large,26453.27939,blue,54147.00302,0
18840,57,M,1,78,40441,1,0,Own,85015,11/14/2015,Saturday,Local,0,1,67,Phone,1,11190.5535,4,Large,9214.433145,silver,31213.33233,0
18842,34,F,1,86,35248,1,0,Own,50048,2/13/2016,Saturday,Local,0,0,50,Broker,1,3587.361236,7,Compact,11873.37617,blue,13129.94732,0
